operator_id,month,plan_tier,casino_ggr_usd,sports_ggr_usd,total_ggr_usd,net_software_revenue_usd,monthly_license_fee_usd,active_players,new_registrations,deposits_count,total_deposits_usd,bonus_cost_usd
OP0030,2023-04,Starter,17175.82,9248.52,26424.34,4461.5,2500,1359,135,568,85926.88,1354.45
OP0030,2023-05,Starter,16921.86,9111.77,26033.63,3235.79,2500,297,19,142,32161.04,2229.13
OP0030,2023-06,Starter,14918.46,8033.02,22951.48,4055.74,2500,732,60,418,44034.29,1957.43
OP0030,2023-07,Starter,21898.57,11791.54,33690.11,5873.19,2500,342,24,171,8126.99,2072.57
OP0030,2023-08,Starter,15717.76,8463.41,24181.17,3890.87,2500,552,56,255,43975.33,1593.26
OP0030,2023-09,Starter,18869.59,10160.55,29030.14,4301.45,2500,688,40,352,22043.53,2740.97
OP0030,2023-10,Starter,18240.66,9821.9,28062.56,6007.32,2500,1393,98,495,130983.23,1391.98
OP0030,2023-11,Starter,13638.16,7343.62,20981.78,3263.4,2500,888,123,446,102836.11,1931.53
OP0030,2023-12,Starter,15704.38,8456.21,24160.59,4859.99,2500,1390,190,667,152823.61,2020.02
OP0030,2024-01,Starter,18142.75,9769.17,27911.92,6055.77,2500,46,3,15,4688.68,1983.16
OP0030,2024-02,Starter,20009.99,10774.61,30784.6,4245.58,2500,1349,183,521,27744.09,2345.69
OP0030,2024-03,Starter,18490.53,9956.44,28446.97,4021.26,2500,369,24,228,40219.73,1424.2
OP0030,2024-04,Starter,16194.24,8719.97,24914.21,4906.33,2500,653,121,223,68115.31,1045.5
OP0030,2024-05,Starter,18995.16,10228.16,29223.32,4507.82,2500,367,45,181,21475.03,1759.13
OP0030,2024-06,Starter,15736.94,8473.74,24210.68,4484.6,2500,759,70,372,65222.81,1673.12
OP0030,2024-07,Starter,15784.76,8499.48,24284.24,3748.87,2500,771,52,240,53840.17,2418.32
OP0030,2024-08,Starter,20505.45,11041.4,31546.85,6253.45,2500,1187,120,494,48219.73,2827.72
OP0030,2024-09,Starter,15914.3,8569.24,24483.54,4172.05,2500,445,30,221,41300.92,2302.73
OP0030,2024-10,Starter,17887.34,9631.64,27518.98,3304.12,2500,1004,91,682,119791.81,1866.23
OP0030,2024-11,Starter,15655.44,8429.85,24085.3,3727.16,2500,419,52,223,25584.82,2128.4
OP0030,2024-12,Starter,16448.19,8856.72,25304.9,5174.39,2500,1313,74,582,36823.24,2496.03
OP0031,2023-07,Growth,96831.32,52139.94,148971.26,27034.38,7500,4887,812,2202,483800.7,11086.58
OP0031,2023-08,Growth,101033.78,54402.81,155436.59,22710.61,7500,3903,742,1808,191899.0,10307.97
OP0031,2023-09,Growth,84748.7,45633.92,130382.62,20660.51,7500,4261,609,1723,188660.75,10170.29
OP0031,2023-10,Growth,99822.19,53750.41,153572.6,29036.99,7500,4153,214,2448,460363.32,10666.61
OP0031,2023-11,Growth,85183.68,45868.13,131051.81,22524.43,7500,3434,217,2311,307834.67,8392.29
OP0031,2023-12,Growth,74316.18,40016.41,114332.59,21847.41,7500,1044,205,728,64463.28,9526.3
OP0031,2024-01,Growth,107270.85,57761.22,165032.07,28915.08,7500,1186,170,794,40392.26,16070.25
OP0032,2023-02,Enterprise,262651.66,141427.82,404079.48,60420.17,22000,1679,137,629,54520.28,39213.89
OP0032,2023-03,Enterprise,267563.31,144072.55,411635.86,62126.52,22000,300,29,124,8898.77,26756.82
OP0032,2023-04,Enterprise,262814.42,141515.46,404329.88,59223.67,22000,1238,170,516,138597.87,19102.49
OP0032,2023-05,Enterprise,264496.27,142421.07,406917.34,76781.14,22000,3116,415,1529,168182.64,21489.06
OP0032,2023-06,Enterprise,237775.81,128033.13,365808.94,54844.59,22000,4515,496,2070,512961.12,20231.9
OP0032,2023-07,Enterprise,242106.94,130365.28,372472.22,79123.99,22000,1869,337,778,78366.31,32390.9
OP0032,2023-08,Enterprise,283200.2,152492.41,435692.61,63883.96,22000,2111,404,1166,221036.43,40719.94
OP0032,2023-09,Enterprise,272858.07,146923.57,419781.64,57209.91,22000,2383,400,884,172318.75,40967.68
OP0032,2023-10,Enterprise,333426.26,179537.22,512963.48,77433.42,22000,80,15,31,5062.99,33767.36
OP0032,2023-11,Enterprise,316094.94,170204.97,486299.91,100126.07,22000,1085,189,393,38719.44,32859.27
OP0032,2023-12,Enterprise,207543.69,111754.3,319297.99,40410.99,22000,122,8,67,3453.5,13764.75
OP0032,2024-01,Enterprise,222466.6,119789.7,342256.3,50937.7,22000,3562,566,1702,229846.12,33589.21
OP0032,2024-02,Enterprise,291877.04,157164.56,449041.6,98629.12,22000,265,13,96,13345.62,43516.77
OP0032,2024-03,Enterprise,231800.24,124815.52,356615.76,76096.56,22000,4800,435,3065,422225.2,27925.92
OP0032,2024-04,Enterprise,280202.65,150878.35,431081.0,93004.04,22000,3776,734,2033,225220.23,26600.86
OP0032,2024-05,Enterprise,228133.6,122841.17,350974.77,51547.75,22000,4089,331,1737,98610.85,22298.18
OP0032,2024-06,Enterprise,244477.2,131641.57,376118.77,48642.61,22000,3123,430,1948,129584.56,29163.95
OP0032,2024-07,Enterprise,230588.51,124163.04,354751.55,47930.65,22000,506,53,249,33466.32,34094.54
OP0032,2024-08,Enterprise,242524.59,130590.16,373114.75,46061.06,22000,1484,124,915,42564.29,26415.58
OP0032,2024-09,Enterprise,238542.64,128446.03,366988.67,64024.76,22000,306,23,204,17978.23,26255.49
OP0032,2024-10,Enterprise,229031.75,123324.79,352356.54,43222.27,22000,3062,505,1218,306633.21,16034.39
OP0032,2024-11,Enterprise,247711.0,133382.85,381093.85,58317.29,22000,2944,386,1742,162802.63,29173.24
OP0032,2024-12,Enterprise,212196.09,114259.44,326455.53,52610.38,22000,2638,262,1344,171396.47,29425.31
OP0033,2023-04,Starter,8286.99,4462.22,12749.21,1808.74,2500,1312,148,424,112211.37,639.82
OP0033,2023-05,Starter,7162.58,3856.77,11019.35,1840.37,2500,1075,151,522,57373.28,471.56
OP0033,2023-06,Starter,6482.63,3490.64,9973.27,1930.33,2500,820,71,554,64282.66,702.52
OP0033,2023-07,Starter,6062.61,3264.48,9327.09,1278.49,2500,1406,251,518,165435.73,617.89
OP0033,2023-08,Starter,7583.84,4083.61,11667.45,2252.54,2500,1463,198,761,54660.52,1149.27
OP0033,2023-09,Starter,6895.98,3713.22,10609.2,1636.43,2500,688,84,241,22423.49,760.06
OP0033,2023-10,Starter,7732.13,4163.46,11895.59,1822.83,2500,185,15,117,15769.42,542.55
OP0033,2023-11,Starter,7157.92,3854.27,11012.19,2215.48,2500,1030,205,530,97671.05,796.57
OP0033,2023-12,Starter,8369.8,4506.82,12876.62,2198.9,2500,873,131,326,81075.36,650.27
OP0033,2024-01,Starter,6913.56,3722.69,10636.25,1779.46,2500,456,49,201,14994.19,854.88
OP0033,2024-02,Starter,6402.82,3447.67,9850.5,1964.33,2500,1094,156,419,79685.61,462.21
OP0033,2024-03,Starter,9104.61,4902.48,14007.1,2480.32,2500,327,53,127,36575.31,581.4
OP0033,2024-04,Starter,6609.51,3558.97,10168.48,1942.87,2500,25,1,8,1349.82,921.34
OP0033,2024-05,Starter,7610.18,4097.79,11707.97,1795.27,2500,690,39,444,59780.13,1082.46
OP0033,2024-06,Starter,8230.56,4431.84,12662.4,2141.77,2500,421,47,217,49465.24,1128.53
OP0033,2024-07,Starter,5725.1,3082.75,8807.85,1437.81,2500,220,35,143,18095.77,382.93
OP0033,2024-08,Starter,7082.28,3813.54,10895.82,1450.67,2500,396,63,227,39939.38,793.32
OP0033,2024-09,Starter,8082.48,4352.11,12434.59,1540.76,2500,295,51,137,16462.35,516.41
OP0033,2024-10,Starter,6461.23,3479.12,9940.35,1233.57,2500,141,25,98,4252.86,921.33
OP0033,2024-11,Starter,7775.59,4186.86,11962.45,2270.57,2500,388,34,121,11777.55,1015.05
OP0033,2024-12,Starter,8917.03,4801.48,13718.51,2145.64,2500,26,4,8,1063.33,1125.21
OP0034,2023-01,Enterprise,361646.82,194732.9,556379.72,82574.38,22000,860,128,587,63891.9,54463.58
OP0034,2023-02,Enterprise,316370.85,170353.54,486724.39,88168.39,22000,1850,248,780,135939.36,34215.41
OP0034,2023-03,Enterprise,323796.83,174352.14,498148.97,90934.48,22000,2062,296,774,153817.17,48841.51
OP0034,2023-04,Enterprise,352535.88,189827.01,542362.89,109534.69,22000,145,22,64,11184.17,41878.94
OP0034,2023-05,Enterprise,367471.83,197869.45,565341.28,109526.76,22000,550,43,294,63711.96,44037.09
OP0034,2023-06,Enterprise,273370.67,147199.59,420570.26,56586.59,22000,890,87,354,18189.27,28011.43
OP0034,2023-07,Enterprise,396025.27,213244.38,609269.65,82744.12,22000,3437,406,1171,385628.41,31766.62
OP0034,2023-08,Enterprise,426713.96,229769.05,656483.01,136125.16,22000,2923,267,1415,343839.75,33850.3
OP0034,2023-09,Enterprise,274710.01,147920.77,422630.78,91352.12,22000,3308,198,1970,116093.07,25430.08
OP0034,2023-10,Enterprise,248338.48,133720.72,382059.2,66072.48,22000,4085,554,1708,264629.67,28350.29
OP0034,2023-11,Enterprise,351955.05,189514.26,541469.31,82234.12,22000,339,56,216,8180.96,53723.98
OP0034,2023-12,Enterprise,348985.05,187915.03,536900.08,98640.43,22000,4357,327,2589,465582.28,39199.22
OP0034,2024-01,Enterprise,348097.02,187436.85,535533.87,70687.67,22000,4980,928,2922,405869.98,36284.16
OP0034,2024-02,Enterprise,292820.35,157672.5,450492.85,80521.44,22000,1745,107,998,65120.87,20354.99
OP0034,2024-03,Enterprise,295245.78,158978.5,454224.28,55515.05,22000,3005,164,1019,340759.85,43264.0
OP0034,2024-04,Enterprise,440910.11,237413.14,678323.25,109491.73,22000,3348,273,1984,344415.84,39927.65
OP0034,2024-05,Enterprise,314355.62,169268.41,483624.03,105770.7,22000,2397,323,985,124740.67,45693.11
OP0034,2024-06,Enterprise,409260.38,220370.97,629631.35,88984.9,22000,1459,129,588,44801.2,25794.84
OP0034,2024-07,Enterprise,332306.73,178934.4,511241.13,80471.98,22000,2731,468,1048,241630.51,45511.02
OP0034,2024-08,Enterprise,389291.01,209618.23,598909.24,130221.51,22000,2034,276,1120,174442.35,29656.31
OP0034,2024-09,Enterprise,250765.73,135027.7,385793.43,83489.33,22000,2576,491,1766,68777.31,34742.73
OP0034,2024-10,Enterprise,291581.4,157005.37,448586.77,62046.77,22000,4328,272,2115,269546.88,25277.21
OP0034,2024-11,Enterprise,303010.62,163159.57,466170.19,63105.49,22000,1132,72,776,130396.14,34174.26
OP0034,2024-12,Enterprise,337519.66,181741.36,519261.02,104229.63,22000,3625,337,2203,95419.62,25771.51
OP0035,2023-05,Growth,73033.62,39325.79,112359.41,22955.16,7500,4592,553,1402,358798.05,7273.54
OP0035,2023-06,Growth,67872.16,36546.55,104418.71,13790.24,7500,1697,334,892,42739.18,7345.7
OP0035,2023-07,Growth,62627.5,33722.5,96350.0,15689.48,7500,4347,447,2439,368378.62,5553.7
OP0035,2023-08,Growth,87386.59,47054.32,134440.91,25149.44,7500,2015,210,668,202847.24,8547.85
OP0035,2023-09,Growth,64924.71,34959.46,99884.17,14846.03,7500,1652,114,705,175784.64,7668.58
OP0035,2023-10,Growth,65998.84,35537.83,101536.67,17196.76,7500,1472,220,902,163602.45,6430.23
OP0035,2023-11,Growth,72048.42,38795.31,110843.73,14174.38,7500,2618,446,1471,279636.16,9476.26
OP0035,2023-12,Growth,95149.62,51234.41,146384.03,31102.34,7500,812,155,366,45321.12,9072.61
OP0035,2024-01,Growth,78617.45,42332.48,120949.93,17181.24,7500,384,20,131,14148.58,10646.09
OP0035,2024-02,Growth,97296.95,52390.67,149687.62,24001.6,7500,3225,529,1206,350862.82,14635.69
OP0035,2024-03,Growth,102679.3,55288.85,157968.15,25493.97,7500,3551,626,1971,243760.39,13297.04
OP0035,2024-04,Growth,85561.15,46071.39,131632.54,21280.13,7500,4401,414,1923,91768.41,5375.3
OP0035,2024-05,Growth,72901.85,39254.84,112156.69,21103.28,7500,1511,150,632,97423.48,8555.85
OP0035,2024-06,Growth,77179.86,41558.39,118738.25,22422.09,7500,4675,927,2298,102972.07,7813.67
OP0035,2024-07,Growth,86676.77,46672.11,133348.88,23831.86,7500,2184,383,999,50646.61,7908.81
OP0035,2024-08,Growth,96310.96,51859.75,148170.7,29697.69,7500,1472,223,506,79657.01,10145.23
OP0035,2024-09,Growth,71579.59,38542.85,110122.44,16850.9,7500,2413,298,1668,157641.04,7836.85
OP0035,2024-10,Growth,95264.27,51296.15,146560.42,24385.5,7500,4778,276,1871,386180.52,11989.27
OP0035,2024-11,Growth,80246.15,43209.47,123455.62,16080.16,7500,4548,765,1709,488416.79,11355.53
OP0035,2024-12,Growth,104894.29,56481.54,161375.83,21264.83,7500,3573,249,1412,219794.31,11863.3
OP0036,2023-09,Starter,17296.97,9313.75,26610.72,4058.2,2500,1251,202,520,136797.73,1570.17
OP0036,2023-10,Starter,15787.13,8500.76,24287.89,3359.7,2500,1294,231,751,60339.05,1285.93
OP0036,2023-11,Starter,18943.29,10200.24,29143.53,5818.13,2500,530,54,169,55689.59,2018.69
OP0036,2023-12,Starter,15280.09,8227.74,23507.83,3185.98,2500,488,27,294,39199.06,1721.34
OP0036,2024-01,Starter,16271.72,8761.69,25033.41,3437.7,2500,702,49,313,43822.8,1817.89
OP0036,2024-02,Starter,17784.8,9576.43,27361.23,5225.43,2500,1200,160,531,88537.67,1882.33
OP0036,2024-03,Starter,13668.09,7359.74,21027.83,2576.67,2500,1094,188,670,127936.23,1737.74
OP0036,2024-04,Starter,20736.78,11165.96,31902.74,5117.84,2500,654,127,279,51774.09,2518.4
OP0036,2024-05,Starter,18792.67,10119.13,28911.8,3936.33,2500,941,84,613,103678.24,1588.8
OP0036,2024-06,Starter,17076.42,9195.0,26271.42,4989.2,2500,529,31,231,60373.28,1583.92
OP0036,2024-07,Starter,19431.72,10463.23,29894.95,4657.68,2500,1481,98,490,35344.47,2943.09
OP0036,2024-08,Starter,17678.41,9519.14,27197.55,5080.41,2500,34,6,19,2802.77,1614.18
OP0036,2024-09,Starter,15697.83,8452.67,24150.5,4733.1,2500,1248,103,841,51832.69,2398.36
OP0036,2024-10,Starter,16672.12,8977.3,25649.42,5006.78,2500,676,42,428,72097.58,1694.08
OP0036,2024-11,Starter,17654.99,9506.53,27161.52,4458.55,2500,74,9,39,6709.78,1781.87
OP0036,2024-12,Starter,17672.98,9516.22,27189.2,5202.83,2500,38,4,11,3873.51,1778.58
OP0037,2023-01,Growth,45880.3,24704.77,70585.07,10371.52,7500,401,22,189,8320.71,4635.79
OP0037,2023-02,Growth,48091.53,25895.44,73986.97,13779.14,7500,3058,161,1006,169133.42,5826.76
OP0037,2023-03,Growth,52202.07,28108.8,80310.87,16876.2,7500,55,10,37,4240.03,3302.14
OP0037,2023-04,Growth,37485.36,20184.43,57669.79,11940.56,7500,847,149,489,27061.68,3884.39
OP0037,2023-05,Growth,45487.36,24493.19,69980.55,12974.4,7500,1831,181,569,90031.47,4169.1
OP0037,2023-06,Growth,61407.54,33065.6,94473.14,12212.36,7500,892,166,323,44197.76,6832.21
OP0037,2023-07,Growth,50833.43,27371.84,78205.27,10093.14,7500,4024,413,2203,311367.09,4016.11
OP0037,2023-08,Growth,52780.21,28420.12,81200.33,13382.65,7500,4337,294,1568,108283.72,5929.87
OP0037,2023-09,Growth,52946.8,28509.81,81456.61,16098.7,7500,3878,664,2651,98023.16,4872.86
OP0037,2023-10,Growth,54815.36,29515.97,84331.33,10845.14,7500,3395,556,1469,70942.15,5292.23
OP0037,2023-11,Growth,41975.87,22602.39,64578.26,14039.59,7500,3674,480,1619,81392.86,5296.68
OP0037,2023-12,Growth,52982.68,28529.14,81511.82,16870.74,7500,676,135,399,25944.41,6828.58
OP0037,2024-01,Growth,47970.23,25830.12,73800.35,15743.73,7500,2519,268,1489,146619.08,7040.92
OP0037,2024-02,Growth,42335.61,22796.1,65131.71,11223.9,7500,3418,506,1093,248009.52,6367.44
OP0037,2024-03,Growth,42656.83,22969.06,65625.9,12772.69,7500,3420,334,1809,176936.89,4358.07
OP0037,2024-04,Growth,50683.91,27291.33,77975.24,11193.02,7500,4952,531,1521,111978.02,7597.87
OP0037,2024-05,Growth,51343.05,27646.26,78989.3,9589.28,7500,1496,130,493,71714.8,4854.89
OP0037,2024-06,Growth,52600.74,28323.47,80924.21,10727.04,7500,2097,332,762,99374.02,3883.83
OP0037,2024-07,Growth,37561.91,20225.65,57787.56,8909.56,7500,828,99,429,70411.22,4554.65
OP0037,2024-08,Growth,46212.86,24883.84,71096.7,15067.13,7500,423,43,167,37020.42,6234.67
OP0037,2024-09,Growth,42347.61,22802.56,65150.17,13615.74,7500,441,32,156,42449.03,2802.87
OP0037,2024-10,Growth,40827.77,21984.19,62811.96,11346.26,7500,685,128,417,45010.66,2894.66
OP0037,2024-11,Growth,56569.68,30460.59,87030.27,10788.5,7500,4966,705,3274,342507.63,5399.43
OP0037,2024-12,Growth,55623.25,29950.98,85574.23,15619.88,7500,4870,738,1928,457461.5,7452.03
OP0038,2023-11,Growth,81775.51,44032.97,125808.48,15910.52,7500,2771,552,1216,59548.13,10901.81
OP0038,2023-12,Growth,91966.91,49520.64,141487.55,24577.46,7500,1993,245,1087,154737.12,10625.54
OP0038,2024-01,Growth,71075.09,38271.2,109346.29,21293.75,7500,912,64,566,37980.9,9035.81
OP0038,2024-02,Growth,86619.7,46641.37,133261.07,20131.21,7500,1252,225,800,145895.58,12249.66
OP0038,2024-03,Growth,90212.53,48575.98,138788.51,29875.2,7500,2554,293,1409,285441.84,10644.88
OP0038,2024-04,Growth,64498.78,34730.11,99228.9,21287.08,7500,2792,315,1271,285938.62,8599.99
OP0038,2024-05,Growth,71355.28,38422.08,109777.36,24060.05,7500,1826,138,903,216227.5,6626.67
OP0038,2024-06,Growth,72886.96,39246.83,112133.79,13901.34,7500,4239,513,1997,255700.84,10726.26
OP0038,2024-07,Growth,81915.75,44108.48,126024.23,21789.91,7500,3932,395,2744,126429.88,7525.91
OP0038,2024-08,Growth,78658.07,42354.34,121012.41,18691.53,7500,116,12,64,11098.38,9902.47
OP0038,2024-09,Growth,82365.11,44350.45,126715.56,21468.38,7500,3287,253,1535,249670.65,10180.88
OP0038,2024-10,Growth,88197.88,47491.17,135689.05,26322.16,7500,481,88,154,45321.36,11793.61
OP0038,2024-11,Growth,65850.45,35457.93,101308.38,17186.78,7500,3205,570,1676,325226.12,9218.88
OP0038,2024-12,Growth,84491.2,45495.26,129986.46,19606.7,7500,2890,375,1409,85409.54,12775.29
OP0039,2023-01,Starter,26221.1,14119.05,40340.15,5258.39,2500,866,172,332,42606.15,2931.48
OP0039,2023-02,Starter,27639.42,14882.77,42522.19,8301.62,2500,80,5,41,6153.64,2779.19
OP0039,2023-03,Starter,31726.44,17083.47,48809.9,9404.86,2500,443,39,163,17374.51,2707.7
OP0039,2023-04,Starter,26238.84,14128.6,40367.44,5012.52,2500,462,61,230,31657.85,2232.12
OP0039,2023-05,Starter,31977.88,17218.86,49196.74,6829.92,2500,678,83,296,38316.06,3546.75
OP0039,2023-06,Starter,27511.84,14814.06,42325.9,7408.17,2500,375,63,204,14818.46,1744.78
OP0039,2023-07,Starter,26656.83,14353.68,41010.51,4993.63,2500,296,49,148,6569.67,1710.03
OP0039,2023-08,Starter,22514.39,12123.14,34637.53,7029.18,2500,1464,98,488,129635.38,2091.07
OP0039,2023-09,Starter,31674.36,17055.42,48729.78,8594.5,2500,713,83,385,79456.92,3798.05
OP0040,2023-01,Enterprise,136171.05,73322.87,209493.92,44336.4,22000,2989,448,1727,70995.45,15482.89
OP0040,2023-02,Enterprise,108906.38,58641.89,167548.27,21275.4,22000,2979,579,976,340228.52,15817.81
OP0040,2023-03,Enterprise,125022.16,67319.62,192341.78,25180.3,22000,1137,115,596,51971.59,8909.13
OP0040,2023-04,Enterprise,126655.37,68199.04,194854.41,25375.3,22000,4375,557,2940,300320.08,11562.54
OP0040,2023-05,Enterprise,125989.65,67840.58,193830.23,32750.89,22000,3011,427,1501,118386.41,14827.22
OP0040,2023-06,Enterprise,137881.64,74243.96,212125.6,33549.99,22000,553,56,265,38211.4,13822.48
OP0040,2023-07,Enterprise,157746.86,84940.61,242687.47,29283.72,22000,728,110,421,86693.3,17786.92
OP0040,2023-08,Enterprise,128801.13,69354.46,198155.59,37426.85,22000,184,27,59,18619.46,8310.7
OP0040,2023-09,Enterprise,148928.05,80192.03,229120.08,38818.72,22000,3369,322,1728,320650.72,21971.06
OP0040,2023-10,Enterprise,138960.87,74825.09,213785.96,30100.06,22000,3821,216,1235,89850.56,9004.9
OP0040,2023-11,Enterprise,128505.8,69195.43,197701.23,39226.8,22000,1653,142,618,153053.42,8269.98
OP0040,2023-12,Enterprise,137010.74,73775.01,210785.75,37843.51,22000,3364,352,2330,84974.1,13356.49
OP0040,2024-01,Enterprise,156190.16,84102.39,240292.55,30803.33,22000,1602,249,989,56485.11,20893.64
OP0040,2024-02,Enterprise,125507.95,67581.21,193089.16,24157.89,22000,3214,590,1327,101914.75,17750.27
OP0040,2024-03,Enterprise,141234.55,76049.37,217283.92,39111.4,22000,2286,193,1195,183196.34,14641.43
OP0040,2024-04,Enterprise,149564.1,80534.52,230098.62,32265.43,22000,3167,337,1704,343274.99,10668.25
OP0040,2024-05,Enterprise,152982.57,82375.23,235357.8,50087.31,22000,381,66,161,20486.46,13576.76
OP0040,2024-06,Enterprise,156565.14,84304.31,240869.45,42726.63,22000,2355,349,1230,100149.36,23352.53
OP0041,2023-01,Growth,42637.17,22958.48,65595.65,8693.39,7500,171,16,117,11700.36,4792.38
OP0041,2023-02,Growth,38751.52,20866.2,59617.72,10285.92,7500,4141,470,2259,307486.95,3059.0
OP0041,2023-03,Growth,42831.56,23063.15,65894.71,9189.34,7500,3575,712,1840,167547.13,5095.4
OP0041,2023-04,Growth,57784.36,31114.66,88899.02,15880.95,7500,1014,131,308,108570.69,7540.34
OP0041,2023-05,Growth,40660.18,21893.94,62554.12,8627.64,7500,2636,196,816,110049.65,5834.83
OP0041,2023-06,Growth,43227.63,23276.41,66504.04,12182.2,7500,3426,341,2257,391945.52,5946.55
OP0041,2023-07,Growth,47791.2,25733.72,73524.92,13815.55,7500,2038,171,639,169143.56,6423.53
OP0041,2023-08,Growth,40954.0,22052.16,63006.16,10762.13,7500,160,12,62,18603.43,5405.9
OP0041,2023-09,Growth,41284.78,22230.26,63515.04,9815.41,7500,3580,306,1495,89846.62,3521.06
OP0041,2023-10,Growth,49765.0,26796.54,76561.54,10011.18,7500,827,156,550,27325.66,4583.61
OP0041,2023-11,Growth,45617.71,24563.38,70181.09,12328.66,7500,1432,177,521,150163.81,5341.26
OP0041,2023-12,Growth,51764.77,27873.34,79638.11,9960.07,7500,4910,898,2071,481942.44,7861.36
OP0041,2024-01,Growth,43204.71,23264.08,66468.79,8346.42,7500,4461,662,1447,474587.59,4144.17
OP0041,2024-02,Growth,53268.57,28683.08,81951.65,10875.19,7500,541,44,257,48190.8,5024.39
OP0041,2024-03,Growth,38918.7,20956.23,59874.93,8971.28,7500,783,118,447,41399.12,3194.32
OP0041,2024-04,Growth,40492.26,21803.53,62295.79,7678.16,7500,3570,395,2431,414325.81,5225.56
OP0041,2024-05,Growth,42810.96,23052.05,65863.01,14251.22,7500,2229,200,1024,88591.24,6327.07
OP0041,2024-06,Growth,54745.65,29478.43,84224.08,13334.03,7500,1400,100,733,124876.47,7173.55
OP0041,2024-07,Growth,47173.9,25401.33,72575.23,13687.71,7500,1402,162,924,82463.07,3444.65
OP0041,2024-08,Growth,55690.15,29987.0,85677.15,15694.58,7500,4579,344,3147,489069.86,5292.5
OP0041,2024-09,Growth,57820.47,31134.1,88954.57,11771.49,7500,4610,785,1974,505836.54,3558.41
OP0041,2024-10,Growth,58894.51,31712.43,90606.94,17147.69,7500,4951,952,1826,443973.56,5653.08
OP0041,2024-11,Growth,45661.93,24587.2,70249.13,14300.12,7500,2772,218,960,184448.47,4202.47
OP0041,2024-12,Growth,47264.72,25450.24,72714.96,13568.93,7500,3655,524,1726,217255.17,2986.22
OP0042,2023-01,Starter,16617.52,8947.89,25565.41,3372.07,2500,1121,101,490,123767.5,2005.77
OP0042,2023-02,Starter,14541.16,7829.85,22371.01,3547.17,2500,1385,128,659,67697.6,1614.61
OP0042,2023-03,Starter,18191.1,9795.2,27986.3,4193.46,2500,124,8,60,12115.22,1782.7
OP0042,2023-04,Starter,13512.08,7275.74,20787.82,3432.57,2500,529,45,303,11280.31,1266.75
OP0042,2023-05,Starter,19460.14,10478.53,29938.67,4582.48,2500,653,116,341,35663.4,2072.77
OP0042,2023-06,Starter,16472.38,8869.75,25342.13,3888.41,2500,650,61,271,17996.99,2151.22
OP0042,2023-07,Starter,16026.07,8629.42,24655.49,3098.39,2500,373,36,222,40605.16,1375.39
OP0042,2023-08,Starter,19491.58,10495.47,29987.05,4011.64,2500,499,53,177,25535.3,2283.52
OP0042,2023-09,Starter,14044.02,7562.17,21606.19,2595.39,2500,338,37,201,12557.54,2003.59
OP0042,2023-10,Starter,19076.14,10271.77,29347.91,6426.88,2500,391,24,193,46356.24,2472.55
OP0042,2023-11,Starter,14887.7,8016.45,22904.15,4184.32,2500,805,143,292,32357.06,1855.32
OP0042,2023-12,Starter,16397.78,8829.58,25227.36,3298.45,2500,400,61,234,29411.06,1889.11
OP0042,2024-01,Starter,15557.04,8376.86,23933.9,3789.09,2500,784,75,307,36064.33,1263.82
OP0042,2024-02,Starter,17393.75,9365.86,26759.61,5767.75,2500,190,13,118,13705.68,1566.89
OP0042,2024-03,Starter,16774.1,9032.2,25806.3,3944.96,2500,182,33,95,11023.28,2072.82
OP0042,2024-04,Starter,18051.54,9720.06,27771.6,5788.95,2500,996,117,600,84226.17,2338.32
OP0042,2024-05,Starter,16900.01,9100.0,26000.01,5048.99,2500,574,70,216,43330.28,1611.58
OP0042,2024-06,Starter,16244.13,8746.84,24990.97,3396.22,2500,1393,128,647,105821.49,1308.88
OP0042,2024-07,Starter,16324.08,8789.89,25113.97,3219.77,2500,1445,151,570,142553.67,1919.32
OP0042,2024-08,Starter,18435.82,9926.98,28362.8,5442.09,2500,1382,274,716,118382.6,2345.2
OP0042,2024-09,Starter,16240.42,8744.84,24985.26,3177.17,2500,41,7,21,1221.92,1366.41
OP0042,2024-10,Starter,16431.16,8847.55,25278.7,3823.24,2500,414,39,160,21101.71,1242.31
OP0042,2024-11,Starter,17420.18,9380.09,26800.27,5301.46,2500,1392,264,458,124003.68,2518.05
OP0042,2024-12,Starter,14994.68,8074.06,23068.74,3587.18,2500,1091,85,423,91209.45,1066.71
OP0043,2023-01,Growth,134246.12,72286.38,206532.5,33439.68,7500,3481,411,1340,184267.53,18558.43
OP0043,2023-02,Growth,147078.7,79196.22,226274.92,42690.44,7500,4723,367,3248,123242.19,20070.37
OP0043,2023-03,Growth,124493.88,67035.16,191529.04,25588.82,7500,4630,399,2252,268704.04,14015.55
OP0043,2023-04,Growth,143595.04,77320.41,220915.45,38576.75,7500,1822,203,912,128227.33,12188.33
OP0043,2023-05,Growth,114198.57,61491.54,175690.11,31154.8,7500,1044,174,702,122959.59,17369.02
OP0043,2023-06,Growth,119488.6,64340.01,183828.61,30911.59,7500,2130,416,649,189183.82,13898.82
OP0043,2023-07,Growth,143090.97,77048.98,220139.95,38307.44,7500,1795,148,842,214554.38,11929.85
OP0043,2023-08,Growth,122469.16,65944.93,188414.09,33467.38,7500,3876,697,2041,306495.59,11987.7
OP0043,2023-09,Growth,112432.5,60540.57,172973.07,27517.38,7500,4905,357,1810,396782.65,13432.63
OP0043,2023-10,Growth,147515.84,79431.6,226947.44,30873.19,7500,807,86,498,94489.26,22257.31
