transaction_id,operator_id,player_id,transaction_date,transaction_type,payment_method,amount_usd,currency,status,processing_time_sec,fee_usd,country,is_first_deposit
TXN0009135,OP0071,PLR006843,2024-05-14 11:42:18,Withdrawal,Crypto,1284.99,INR,Completed,5172,32.61,ZA,0
TXN0009136,OP0060,PLR007934,2024-02-26 09:05:12,Refund,E-Wallet,4373.87,USD,Failed,,100.17,AU,0
TXN0009137,OP0055,PLR005937,2024-04-20 19:37:21,Deposit,Card,557.59,GBP,Completed,687,14.13,DE,0
TXN0009138,OP0001,PLR000248,2023-04-22 00:04:22,Deposit,Crypto,1433.55,GBP,Reversed,,18.32,IN,0
TXN0009139,OP0080,PLR003173,2023-12-30 14:45:57,Withdrawal,Crypto,2402.08,EUR,Completed,925,52.84,IN,1
TXN0009140,OP0011,PLR003175,2024-03-26 10:22:03,Withdrawal,Card,1404.31,GBP,Failed,,34.84,PH,0
TXN0009141,OP0063,PLR001164,2023-06-09 10:44:40,Refund,Bank Transfer,1426.77,BTC,Completed,1294,31.53,DE,1
TXN0009142,OP0072,PLR002315,2024-07-15 13:04:19,Deposit,Bank Transfer,2158.89,USD,Completed,3670,60.87,KE,0
TXN0009143,OP0029,PLR007899,2023-05-07 10:48:01,Withdrawal,Bank Transfer,4925.34,EUR,Completed,6372,120.48,PH,0
TXN0009144,OP0057,PLR004276,2024-05-03 14:54:03,Bonus Credit,E-Wallet,1885.23,INR,Completed,92,20.79,DE,0
TXN0009145,OP0025,PLR001177,2023-02-14 19:05:42,Deposit,Crypto,801.58,BTC,Completed,4626,20.02,AU,0
TXN0009146,OP0041,PLR002546,2024-04-03 19:54:17,Withdrawal,Bank Transfer,1441.69,USD,Completed,6110,13.51,GB,0
TXN0009147,OP0049,PLR007880,2023-12-24 06:45:53,Withdrawal,Bank Transfer,1967.98,EUR,Completed,2983,39.46,BR,0
TXN0009148,OP0037,PLR005561,2024-12-16 18:49:26,Withdrawal,Card,3818.45,INR,Completed,1547,52.76,PH,0
TXN0009149,OP0021,PLR007337,2024-08-18 16:52:26,Deposit,E-Wallet,1165.23,USD,Completed,3897,18.59,NG,0
TXN0009150,OP0057,PLR003276,2023-02-27 10:27:44,Withdrawal,Mobile Money,938.13,USD,Completed,4070,27.62,KE,1
TXN0009151,OP0022,PLR007850,2023-09-06 04:57:04,Withdrawal,E-Wallet,2656.32,USD,Pending,,18.03,DE,1
TXN0009152,OP0042,PLR004809,2024-03-28 08:40:20,Deposit,E-Wallet,4903.7,EUR,Failed,,73.35,KE,0
TXN0009153,OP0018,PLR003871,2024-12-04 19:21:06,Deposit,Crypto,2004.38,GBP,Completed,5316,50.44,ZA,0
TXN0009154,OP0008,PLR005885,2024-03-09 17:32:05,Withdrawal,Crypto,645.88,EUR,Failed,,14.64,PH,0
TXN0009155,OP0076,PLR000013,2024-08-21 21:26:56,Withdrawal,Card,808.45,GBP,Completed,6629,6.73,NG,1
TXN0009156,OP0018,PLR006302,2024-02-23 13:28:18,Deposit,Card,3784.24,BTC,Pending,,22.72,NG,0
TXN0009157,OP0055,PLR002321,2023-03-13 04:51:13,Deposit,Crypto,1268.08,GBP,Pending,,28.03,GB,1
TXN0009158,OP0034,PLR005154,2023-03-30 16:43:50,Withdrawal,Card,4592.24,USD,Completed,4617,24.01,DE,1
TXN0009159,OP0013,PLR003548,2023-05-24 09:15:11,Deposit,Crypto,99.28,EUR,Completed,4263,2.1,NG,0
TXN0009160,OP0076,PLR002730,2024-06-29 09:29:56,Deposit,Bank Transfer,4391.66,EUR,Pending,,65.05,DE,0
TXN0009161,OP0002,PLR000166,2023-03-06 11:01:14,Deposit,E-Wallet,3771.0,USD,Completed,755,23.21,PH,0
TXN0009162,OP0052,PLR006385,2024-02-03 03:39:45,Deposit,Mobile Money,86.49,EUR,Reversed,,0.81,CA,1
TXN0009163,OP0053,PLR007896,2024-03-23 07:24:53,Deposit,Card,526.38,EUR,Completed,6105,5.59,IN,1
TXN0009164,OP0079,PLR001190,2024-08-13 17:15:34,Deposit,Mobile Money,19.89,EUR,Completed,6586,0.21,AU,0
TXN0009165,OP0005,PLR006144,2024-09-22 00:07:40,Deposit,Bank Transfer,2418.43,USD,Completed,5119,72.02,CA,0
TXN0009166,OP0007,PLR001360,2023-06-08 05:40:13,Deposit,Mobile Money,524.78,USD,Completed,2330,15.05,ZA,0
TXN0009167,OP0038,PLR002470,2023-05-20 08:58:10,Withdrawal,E-Wallet,3929.49,EUR,Pending,,75.85,KE,0
TXN0009168,OP0057,PLR007063,2024-08-09 17:38:39,Deposit,Mobile Money,3337.81,GBP,Pending,,50.24,KE,0
TXN0009169,OP0024,PLR002313,2023-03-23 12:42:09,Deposit,Crypto,4016.71,USD,Pending,,24.08,DE,0
TXN0009170,OP0015,PLR004465,2023-06-14 05:18:57,Withdrawal,Crypto,2925.76,INR,Completed,1241,77.37,CA,0
TXN0009171,OP0035,PLR002817,2023-06-24 23:51:16,Withdrawal,Card,2133.68,GBP,Failed,,11.24,KE,0
TXN0009172,OP0025,PLR004069,2024-10-10 20:16:53,Deposit,Card,2387.32,USD,Completed,5447,34.43,IN,0
TXN0009173,OP0078,PLR002709,2024-01-10 08:23:02,Deposit,Crypto,441.98,USD,Completed,3260,13.02,CA,1
TXN0009174,OP0063,PLR007970,2024-08-09 21:17:15,Withdrawal,Crypto,2759.04,USD,Failed,,24.63,PH,0
TXN0009175,OP0005,PLR002931,2023-02-05 00:40:00,Bonus Credit,Card,1576.45,EUR,Completed,5321,27.34,DE,0
TXN0009176,OP0053,PLR007946,2024-03-04 13:25:42,Withdrawal,Crypto,1234.85,USD,Completed,6269,33.11,CA,0
TXN0009177,OP0069,PLR003927,2024-03-07 11:19:25,Withdrawal,Mobile Money,885.4,BTC,Failed,,19.8,ZA,0
TXN0009178,OP0018,PLR004155,2024-10-21 22:26:52,Deposit,Bank Transfer,1053.27,USD,Completed,2070,18.6,GB,0
TXN0009179,OP0041,PLR001498,2023-05-25 04:06:14,Deposit,Crypto,1236.23,EUR,Completed,4458,32.46,DE,1
TXN0009180,OP0002,PLR005501,2023-04-30 11:25:35,Withdrawal,Crypto,4178.38,EUR,Completed,7062,93.99,NG,0
TXN0009181,OP0066,PLR006790,2023-05-17 19:09:30,Bonus Credit,Card,3018.9,USD,Completed,1068,28.17,GB,1
TXN0009182,OP0055,PLR000198,2023-08-08 01:32:02,Deposit,Bank Transfer,1466.73,EUR,Completed,4883,19.62,AU,0
TXN0009183,OP0039,PLR007569,2023-01-12 23:42:09,Deposit,Bank Transfer,2454.56,INR,Completed,2446,41.77,NG,0
TXN0009184,OP0069,PLR005098,2023-08-28 07:02:58,Withdrawal,Card,2474.91,BTC,Completed,3758,56.32,GB,1
TXN0009185,OP0048,PLR001130,2024-12-14 04:46:39,Withdrawal,Bank Transfer,349.01,GBP,Failed,,6.26,DE,0
TXN0009186,OP0038,PLR003642,2023-06-10 20:33:15,Withdrawal,Card,4531.16,BTC,Completed,4262,105.76,AU,0
TXN0009187,OP0073,PLR000055,2023-08-01 03:29:59,Bonus Credit,Crypto,2943.68,INR,Completed,522,55.53,CA,0
TXN0009188,OP0042,PLR002552,2023-09-30 19:15:12,Deposit,E-Wallet,2852.99,USD,Failed,,27.61,PH,0
TXN0009189,OP0023,PLR006178,2023-02-11 10:39:13,Deposit,Crypto,2472.58,USD,Completed,6763,22.98,DE,0
TXN0009190,OP0021,PLR006712,2024-04-01 14:37:08,Refund,Mobile Money,3665.72,INR,Pending,,58.61,GB,0
TXN0009191,OP0061,PLR000619,2024-04-12 12:36:18,Withdrawal,Bank Transfer,4041.19,EUR,Completed,1295,42.97,BR,1
TXN0009192,OP0024,PLR007966,2024-11-06 08:37:29,Deposit,Card,1317.18,USD,Pending,,30.55,KE,0
TXN0009193,OP0053,PLR006753,2024-02-12 11:11:50,Withdrawal,Bank Transfer,3418.89,BTC,Completed,3297,52.26,AU,0
TXN0009194,OP0002,PLR000920,2023-01-01 03:40:04,Refund,E-Wallet,4752.49,GBP,Completed,2479,34.94,KE,0
TXN0009195,OP0028,PLR002426,2024-05-13 14:02:25,Deposit,Bank Transfer,1365.39,USD,Completed,7053,27.08,PH,1
TXN0009196,OP0055,PLR006902,2023-04-12 11:47:00,Withdrawal,Mobile Money,1895.29,USD,Failed,,55.71,PH,0
TXN0009197,OP0010,PLR004107,2023-12-28 11:10:55,Bonus Credit,Crypto,3473.49,GBP,Completed,3044,58.46,DE,0
TXN0009198,OP0031,PLR004721,2024-10-13 21:22:52,Deposit,Crypto,555.68,EUR,Pending,,16.37,KE,0
TXN0009199,OP0028,PLR002993,2024-08-18 03:17:50,Deposit,Mobile Money,2667.52,USD,Completed,6630,48.46,NG,0
TXN0009200,OP0002,PLR001594,2024-07-15 01:11:31,Withdrawal,Mobile Money,1637.53,BTC,Completed,1991,8.37,BR,0
TXN0009201,OP0044,PLR001252,2024-09-30 13:31:27,Withdrawal,E-Wallet,374.12,USD,Completed,6533,9.75,KE,0
TXN0009202,OP0053,PLR005105,2024-10-15 22:27:28,Bonus Credit,E-Wallet,4763.45,EUR,Failed,,118.67,CA,0
TXN0009203,OP0052,PLR006721,2023-06-26 16:39:53,Refund,Crypto,151.46,BTC,Completed,2368,1.03,AU,1
TXN0009204,OP0068,PLR007221,2023-08-07 15:46:47,Withdrawal,Mobile Money,1413.21,INR,Completed,308,28.43,IN,0
TXN0009205,OP0029,PLR004790,2024-07-04 20:16:46,Bonus Credit,E-Wallet,974.82,BTC,Completed,5248,24.19,DE,1
TXN0009206,OP0018,PLR006196,2024-08-30 18:39:34,Withdrawal,Card,2127.77,EUR,Completed,3725,42.31,DE,1
TXN0009207,OP0034,PLR006105,2023-08-17 15:01:14,Withdrawal,Mobile Money,598.19,EUR,Completed,503,16.94,AU,0
TXN0009208,OP0017,PLR007409,2024-11-15 23:56:10,Deposit,Card,1703.42,EUR,Completed,6389,13.95,IN,0
TXN0009209,OP0007,PLR000782,2024-11-11 11:54:19,Deposit,Card,4842.34,USD,Completed,2847,25.87,BR,0
TXN0009210,OP0060,PLR001490,2023-03-26 05:56:07,Deposit,E-Wallet,3480.79,EUR,Completed,7076,67.56,NG,0
TXN0009211,OP0001,PLR005034,2024-04-23 07:06:13,Refund,E-Wallet,1469.88,EUR,Completed,1119,30.59,AU,0
TXN0009212,OP0031,PLR006463,2024-09-26 13:44:39,Bonus Credit,Bank Transfer,991.13,USD,Completed,4644,5.69,NG,0
TXN0009213,OP0006,PLR001406,2024-06-16 13:02:55,Withdrawal,Crypto,4940.02,EUR,Completed,1299,31.56,IN,0
TXN0009214,OP0004,PLR006371,2024-08-20 14:11:01,Withdrawal,Mobile Money,4366.53,GBP,Completed,2742,22.69,PH,0
TXN0009215,OP0046,PLR002936,2023-10-15 01:12:39,Bonus Credit,E-Wallet,2602.94,BTC,Completed,565,36.53,NG,0
TXN0009216,OP0076,PLR005397,2023-05-28 20:14:08,Bonus Credit,Mobile Money,2345.9,GBP,Completed,5861,64.39,AU,0
TXN0009217,OP0016,PLR006845,2023-11-28 16:21:52,Deposit,Card,4719.56,INR,Completed,6643,62.07,PH,0
TXN0009218,OP0002,PLR005220,2023-12-31 14:19:09,Deposit,Crypto,1994.16,USD,Completed,2294,32.82,GB,0
TXN0009219,OP0029,PLR006357,2024-09-01 18:42:37,Deposit,Card,4821.79,BTC,Failed,,68.93,PH,0
TXN0009220,OP0058,PLR004893,2023-08-29 03:56:59,Withdrawal,Bank Transfer,4714.08,GBP,Completed,1265,42.27,NG,0
TXN0009221,OP0061,PLR006868,2024-04-18 04:18:49,Withdrawal,Mobile Money,1222.77,USD,Completed,2837,32.78,GB,0
TXN0009222,OP0006,PLR006002,2023-11-12 12:05:12,Withdrawal,Bank Transfer,3526.77,GBP,Completed,5150,34.47,IN,0
TXN0009223,OP0045,PLR004739,2024-03-30 13:35:23,Deposit,Mobile Money,1620.25,BTC,Completed,6160,42.73,KE,0
TXN0009224,OP0022,PLR004052,2024-07-09 21:21:25,Deposit,Card,3564.28,USD,Completed,90,69.92,IN,0
TXN0009225,OP0059,PLR006436,2024-01-30 17:58:52,Bonus Credit,Bank Transfer,4168.49,USD,Completed,6216,61.33,GB,0
TXN0009226,OP0010,PLR007326,2024-06-24 23:35:22,Deposit,Crypto,1531.41,EUR,Completed,5147,15.18,BR,0
TXN0009227,OP0034,PLR004042,2024-01-28 11:01:36,Deposit,Mobile Money,330.94,USD,Completed,5770,7.25,IN,1
TXN0009228,OP0006,PLR006136,2024-09-10 00:37:02,Deposit,E-Wallet,2292.87,EUR,Pending,,23.12,ZA,0
TXN0009229,OP0027,PLR000906,2024-07-02 09:58:52,Deposit,Mobile Money,1935.37,GBP,Completed,5153,24.91,CA,0
TXN0009230,OP0010,PLR006723,2023-05-28 18:50:12,Deposit,Card,4497.73,INR,Completed,4986,57.86,NG,0
TXN0009231,OP0063,PLR003272,2023-09-10 12:18:11,Bonus Credit,E-Wallet,2257.65,EUR,Completed,5872,31.61,GB,0
TXN0009232,OP0078,PLR001183,2023-05-29 08:15:03,Deposit,Card,4122.27,GBP,Completed,588,62.18,GB,0
TXN0009233,OP0048,PLR005547,2024-07-30 11:53:47,Deposit,Mobile Money,4558.03,EUR,Completed,528,51.06,AU,0
TXN0009234,OP0017,PLR007405,2024-04-04 00:28:00,Bonus Credit,Mobile Money,1720.66,INR,Reversed,,44.14,IN,0
TXN0009235,OP0065,PLR006441,2023-03-22 22:11:51,Deposit,Card,218.74,GBP,Failed,,5.87,DE,0
TXN0009236,OP0050,PLR000010,2023-01-25 02:19:13,Deposit,Bank Transfer,4133.42,USD,Pending,,93.1,IN,0
TXN0009237,OP0051,PLR004382,2023-02-22 08:29:48,Deposit,E-Wallet,4720.92,BTC,Completed,1270,133.33,AU,0
TXN0009238,OP0014,PLR004886,2023-04-03 03:36:54,Withdrawal,Bank Transfer,3361.99,EUR,Completed,3726,19.25,KE,1
TXN0009239,OP0057,PLR006056,2023-10-31 23:22:15,Deposit,Card,420.81,BTC,Completed,1854,12.48,NG,0
TXN0009240,OP0052,PLR005118,2023-05-13 23:54:20,Refund,Crypto,1880.38,USD,Completed,1477,36.07,NG,0
TXN0009241,OP0045,PLR007988,2023-04-20 17:16:26,Withdrawal,Mobile Money,2484.13,BTC,Completed,2414,16.31,CA,1
TXN0009242,OP0013,PLR001245,2023-11-28 10:50:59,Withdrawal,E-Wallet,3101.4,USD,Completed,2985,91.9,PH,0
TXN0009243,OP0013,PLR000244,2024-04-29 17:37:07,Withdrawal,Bank Transfer,2700.94,USD,Completed,1707,59.51,ZA,0
TXN0009244,OP0051,PLR007807,2023-02-21 10:33:21,Deposit,Crypto,4357.17,EUR,Completed,2226,57.01,CA,0
TXN0009245,OP0041,PLR005533,2023-04-24 18:13:56,Refund,Mobile Money,377.69,GBP,Pending,,5.3,GB,0
TXN0009246,OP0026,PLR004479,2024-05-05 20:18:25,Withdrawal,Card,3048.66,INR,Completed,4087,59.29,GB,1
TXN0009247,OP0061,PLR007868,2023-05-25 06:16:33,Deposit,E-Wallet,2732.57,USD,Failed,,76.56,NG,0
TXN0009248,OP0051,PLR000042,2023-06-01 15:30:52,Bonus Credit,Card,3602.91,USD,Completed,5787,62.51,NG,0
TXN0009249,OP0017,PLR003600,2024-07-30 20:27:17,Deposit,E-Wallet,2656.21,USD,Completed,3829,51.03,BR,0
TXN0009250,OP0054,PLR005341,2023-12-06 00:28:15,Bonus Credit,Mobile Money,1311.83,GBP,Completed,2283,27.51,KE,0
TXN0009251,OP0027,PLR003103,2024-07-30 17:53:08,Withdrawal,Crypto,3496.72,INR,Completed,2688,28.77,KE,1
TXN0009252,OP0002,PLR003053,2024-04-25 05:35:08,Deposit,Bank Transfer,1939.38,USD,Failed,,25.47,NG,0
TXN0009253,OP0073,PLR002720,2023-08-10 02:18:09,Withdrawal,E-Wallet,994.5,EUR,Completed,1698,14.66,ZA,0
TXN0009254,OP0034,PLR006096,2024-05-06 07:41:01,Deposit,Crypto,3797.3,USD,Completed,4107,101.77,PH,0
TXN0009255,OP0023,PLR003180,2023-09-30 23:18:04,Withdrawal,Card,857.96,GBP,Completed,506,6.87,DE,0
TXN0009256,OP0004,PLR001037,2024-05-23 08:55:37,Withdrawal,Crypto,4209.13,INR,Completed,4141,24.52,GB,1
TXN0009257,OP0049,PLR006187,2024-08-31 09:56:04,Withdrawal,Crypto,2463.97,INR,Pending,,71.93,BR,0
TXN0009258,OP0028,PLR006182,2024-05-04 16:16:18,Refund,Crypto,1789.05,EUR,Completed,2617,15.58,KE,0
TXN0009259,OP0045,PLR003307,2023-04-23 04:37:03,Deposit,Mobile Money,725.54,INR,Completed,161,15.05,DE,0
TXN0009260,OP0069,PLR005538,2023-05-16 03:17:03,Deposit,Card,1290.59,EUR,Completed,417,25.86,CA,1
TXN0009261,OP0069,PLR002516,2023-01-10 07:50:53,Withdrawal,Bank Transfer,2058.47,USD,Failed,,43.45,DE,0
TXN0009262,OP0043,PLR006693,2024-11-13 17:27:10,Withdrawal,E-Wallet,2489.26,GBP,Pending,,62.26,NG,1
TXN0009263,OP0025,PLR006920,2024-07-21 03:38:55,Deposit,Card,4333.78,EUR,Completed,6891,22.66,BR,0
TXN0009264,OP0045,PLR002741,2024-11-30 14:38:37,Deposit,Card,4477.7,USD,Failed,,29.93,ZA,0
TXN0009265,OP0064,PLR006076,2023-06-13 22:27:15,Bonus Credit,Card,1071.0,USD,Completed,2064,26.43,ZA,0
TXN0009266,OP0002,PLR005799,2023-10-11 02:07:18,Deposit,Card,2410.94,BTC,Completed,1415,39.9,KE,0
TXN0009267,OP0052,PLR005172,2023-07-10 08:40:23,Deposit,E-Wallet,3006.36,INR,Completed,5109,21.52,IN,0
TXN0009268,OP0026,PLR005729,2024-04-20 18:57:41,Withdrawal,Card,628.83,USD,Completed,3709,14.6,BR,0
TXN0009269,OP0042,PLR001019,2024-03-30 23:11:55,Withdrawal,Card,2297.86,EUR,Pending,,26.62,PH,0
TXN0009270,OP0056,PLR007352,2023-05-11 08:35:01,Withdrawal,Mobile Money,3105.57,BTC,Completed,6089,84.11,ZA,0
TXN0009271,OP0026,PLR006378,2024-06-15 04:38:30,Withdrawal,Crypto,3447.78,USD,Completed,1811,90.98,GB,0
TXN0009272,OP0045,PLR007977,2024-02-11 06:44:14,Bonus Credit,Bank Transfer,3087.01,USD,Completed,6059,29.44,PH,0
TXN0009273,OP0043,PLR004543,2023-04-16 03:24:28,Withdrawal,Bank Transfer,4399.66,USD,Completed,34,125.75,PH,0
TXN0009274,OP0007,PLR007649,2024-02-13 05:26:35,Deposit,Crypto,4473.05,GBP,Completed,2593,62.01,PH,0
TXN0009275,OP0015,PLR003549,2024-08-03 15:40:58,Refund,Mobile Money,2481.68,USD,Completed,4342,48.36,NG,0
TXN0009276,OP0080,PLR003779,2024-02-06 20:31:49,Withdrawal,Bank Transfer,36.15,EUR,Completed,7018,0.31,IN,0
TXN0009277,OP0056,PLR002106,2023-09-11 21:22:07,Deposit,Crypto,1453.04,USD,Reversed,,29.46,KE,1
TXN0009278,OP0055,PLR007640,2023-04-28 05:46:11,Withdrawal,Card,3520.66,GBP,Reversed,,78.03,BR,1
TXN0009279,OP0051,PLR000789,2024-03-25 14:42:38,Refund,Crypto,2078.17,GBP,Completed,5534,36.22,CA,0
TXN0009280,OP0071,PLR001010,2024-04-18 02:03:00,Withdrawal,Card,2878.57,GBP,Completed,3361,67.45,IN,0
TXN0009281,OP0010,PLR007123,2023-11-12 11:22:00,Deposit,Crypto,3936.72,USD,Completed,5493,54.59,KE,0
TXN0009282,OP0069,PLR005811,2023-12-27 19:00:02,Deposit,Mobile Money,88.34,BTC,Completed,564,2.36,NG,0
TXN0009283,OP0023,PLR001707,2023-03-27 20:28:40,Deposit,Mobile Money,3764.98,USD,Completed,1744,19.76,PH,0
TXN0009284,OP0035,PLR006282,2024-08-19 14:48:47,Deposit,Card,1802.94,EUR,Completed,6984,15.28,GB,1
TXN0009285,OP0056,PLR007021,2024-01-24 09:51:33,Deposit,Card,4830.5,GBP,Pending,,132.16,PH,0
TXN0009286,OP0038,PLR007828,2023-03-13 01:25:18,Withdrawal,Bank Transfer,1035.7,EUR,Completed,5193,28.27,KE,0
TXN0009287,OP0046,PLR007904,2023-03-14 03:30:56,Deposit,Crypto,3752.35,USD,Failed,,97.77,CA,0
TXN0009288,OP0061,PLR002783,2023-08-22 05:29:39,Refund,Card,1809.58,BTC,Completed,3589,48.81,AU,0
TXN0009289,OP0016,PLR005287,2024-08-11 18:30:24,Deposit,Crypto,4752.38,INR,Completed,1911,117.17,NG,0
TXN0009290,OP0069,PLR004793,2023-05-01 15:04:03,Deposit,E-Wallet,187.35,USD,Completed,4194,5.57,CA,0
TXN0009291,OP0021,PLR003548,2023-12-06 12:38:23,Bonus Credit,Card,1921.04,GBP,Completed,1192,24.25,DE,0
TXN0009292,OP0072,PLR004396,2024-11-09 06:30:30,Deposit,Mobile Money,1193.94,GBP,Completed,4079,19.1,KE,0
TXN0009293,OP0044,PLR002253,2023-11-05 20:57:07,Withdrawal,Crypto,1252.78,GBP,Completed,245,20.95,PH,0
TXN0009294,OP0048,PLR001252,2023-01-27 05:02:04,Deposit,Card,2501.76,EUR,Completed,6122,66.7,PH,0
TXN0009295,OP0031,PLR004261,2023-09-20 08:49:05,Deposit,E-Wallet,2371.36,GBP,Completed,4600,50.43,IN,0
TXN0009296,OP0047,PLR002865,2024-05-19 14:43:06,Deposit,Bank Transfer,1111.49,EUR,Completed,597,27.94,IN,0
TXN0009297,OP0020,PLR004578,2024-09-05 00:22:19,Withdrawal,Bank Transfer,727.72,EUR,Completed,3588,12.7,KE,0
TXN0009298,OP0003,PLR001378,2023-06-05 08:00:25,Withdrawal,Mobile Money,947.32,GBP,Pending,,23.41,NG,0
TXN0009299,OP0056,PLR007824,2024-01-17 07:22:14,Deposit,Card,1546.27,USD,Completed,1016,17.41,GB,1
TXN0009300,OP0075,PLR001660,2023-04-24 10:31:41,Deposit,Card,1245.83,USD,Completed,5535,26.05,CA,0
TXN0009301,OP0073,PLR007613,2024-12-26 05:28:35,Deposit,Card,4900.29,USD,Completed,3534,37.37,PH,0
TXN0009302,OP0058,PLR001299,2023-05-08 06:54:59,Withdrawal,Bank Transfer,3444.62,USD,Completed,6006,29.39,CA,0
TXN0009303,OP0062,PLR007677,2024-05-27 23:41:33,Withdrawal,Card,3832.02,USD,Completed,6539,20.88,ZA,0
TXN0009304,OP0007,PLR005072,2023-01-16 10:20:30,Withdrawal,Mobile Money,4108.56,USD,Completed,1829,98.5,BR,1
TXN0009305,OP0019,PLR007037,2024-11-24 20:37:28,Deposit,Crypto,625.96,USD,Completed,6488,17.73,DE,0
TXN0009306,OP0070,PLR001340,2024-03-24 13:49:01,Refund,E-Wallet,3001.03,USD,Completed,1455,32.42,BR,1
TXN0009307,OP0047,PLR006996,2023-12-16 10:55:02,Withdrawal,Bank Transfer,1284.1,INR,Completed,4367,38.17,KE,0
TXN0009308,OP0026,PLR001508,2023-08-07 09:26:49,Deposit,Crypto,630.53,USD,Reversed,,13.23,IN,0
TXN0009309,OP0046,PLR002543,2024-09-13 05:25:54,Deposit,Mobile Money,2052.35,USD,Completed,891,16.28,AU,0
TXN0009310,OP0053,PLR002197,2024-10-03 00:37:10,Deposit,Card,4023.57,USD,Completed,6421,38.85,BR,0
TXN0009311,OP0076,PLR005749,2024-12-10 11:21:22,Refund,E-Wallet,659.96,EUR,Completed,4887,8.38,AU,0
TXN0009312,OP0047,PLR004745,2023-02-24 18:02:51,Deposit,E-Wallet,2155.19,INR,Completed,4743,36.69,CA,1
TXN0009313,OP0022,PLR004466,2023-07-09 02:32:58,Withdrawal,Mobile Money,2600.28,GBP,Failed,,35.46,AU,1
TXN0009314,OP0001,PLR003051,2023-02-24 01:18:38,Deposit,Crypto,2881.89,USD,Completed,961,73.44,AU,0
TXN0009315,OP0015,PLR000503,2024-01-27 01:00:54,Deposit,Mobile Money,3319.93,GBP,Completed,1794,40.44,AU,0
TXN0009316,OP0048,PLR006650,2023-12-26 00:23:58,Deposit,Bank Transfer,2638.48,INR,Completed,7128,41.17,GB,0
TXN0009317,OP0042,PLR007572,2023-09-29 10:38:18,Deposit,Bank Transfer,333.81,GBP,Completed,187,5.26,BR,1
TXN0009318,OP0044,PLR002184,2023-01-10 22:22:45,Deposit,Bank Transfer,690.37,USD,Completed,925,7.6,PH,0
TXN0009319,OP0078,PLR002536,2023-04-05 03:02:56,Refund,Bank Transfer,2383.1,INR,Completed,6894,70.19,PH,1
TXN0009320,OP0005,PLR000487,2023-03-17 10:49:06,Deposit,Crypto,212.39,USD,Completed,6833,3.32,IN,0
TXN0009321,OP0011,PLR006615,2023-04-22 01:57:46,Withdrawal,Crypto,2989.2,USD,Completed,5864,74.81,AU,0
TXN0009322,OP0035,PLR003893,2023-02-28 00:13:31,Deposit,Crypto,2386.91,GBP,Completed,7160,48.86,KE,1
TXN0009323,OP0003,PLR001618,2023-05-31 12:50:39,Withdrawal,Mobile Money,2074.94,GBP,Completed,5200,26.83,PH,0
TXN0009324,OP0005,PLR004141,2023-03-29 07:02:15,Withdrawal,E-Wallet,4825.9,EUR,Completed,3782,70.51,NG,0
TXN0009325,OP0026,PLR005638,2023-03-30 18:36:53,Bonus Credit,Bank Transfer,4263.21,USD,Completed,3273,75.08,KE,0
TXN0009326,OP0067,PLR007693,2023-12-08 07:07:39,Deposit,E-Wallet,341.85,EUR,Completed,3254,8.9,NG,0
TXN0009327,OP0017,PLR001706,2024-11-25 11:20:02,Withdrawal,Crypto,2957.19,USD,Completed,3938,70.35,AU,0
TXN0009328,OP0024,PLR001148,2024-03-14 17:16:27,Withdrawal,Crypto,3238.47,EUR,Completed,305,67.36,IN,1
TXN0009329,OP0049,PLR005970,2024-10-06 08:42:04,Bonus Credit,Crypto,2905.26,GBP,Completed,5106,39.45,CA,0
TXN0009330,OP0019,PLR003214,2024-11-05 09:29:14,Withdrawal,Crypto,446.6,GBP,Completed,6041,7.16,ZA,0
TXN0009331,OP0014,PLR000751,2024-09-05 21:32:20,Withdrawal,Mobile Money,1299.12,BTC,Completed,1258,36.59,ZA,0
TXN0009332,OP0067,PLR002034,2023-11-13 13:30:28,Withdrawal,Mobile Money,44.73,INR,Completed,4293,0.44,CA,0
TXN0009333,OP0041,PLR004500,2023-05-08 18:51:51,Deposit,Bank Transfer,277.0,GBP,Reversed,,2.61,AU,0
TXN0009334,OP0021,PLR001336,2024-04-12 10:13:01,Withdrawal,Crypto,1319.54,EUR,Completed,4839,23.75,NG,0
TXN0009335,OP0033,PLR002552,2024-01-16 05:13:44,Withdrawal,Crypto,3643.67,GBP,Reversed,,68.16,ZA,0
TXN0009336,OP0016,PLR007248,2023-07-05 14:04:07,Deposit,Mobile Money,1445.7,INR,Completed,4635,41.68,AU,0
TXN0009337,OP0035,PLR001345,2023-07-22 10:49:23,Withdrawal,Mobile Money,1425.35,USD,Completed,1956,31.79,PH,0
TXN0009338,OP0022,PLR002363,2024-11-26 11:08:31,Deposit,Bank Transfer,4032.29,INR,Completed,4528,71.49,DE,1
TXN0009339,OP0079,PLR003589,2023-05-29 13:02:55,Deposit,Bank Transfer,4353.38,INR,Completed,3735,40.66,KE,0
TXN0009340,OP0053,PLR004497,2023-12-10 08:37:41,Deposit,Bank Transfer,4214.6,USD,Completed,6618,125.93,IN,0
TXN0009341,OP0018,PLR001065,2024-10-08 17:16:52,Deposit,Crypto,4429.62,USD,Completed,2414,97.42,ZA,1
TXN0009342,OP0036,PLR003624,2024-10-02 02:11:16,Refund,Mobile Money,335.15,EUR,Completed,1681,3.89,CA,0
TXN0009343,OP0043,PLR005210,2023-01-29 03:24:28,Withdrawal,Crypto,1600.93,GBP,Completed,6715,13.63,ZA,1
