bet_id,operator_id,player_id,bet_date,sport,market_type,bet_type,stake_usd,odds,potential_payout_usd,status,actual_payout_usd,operator_margin_usd,live_bet,country
BET0009100,OP0008,PLR005889,2023-09-08,Rugby,Correct Score,Single,201.71,12.0,2420.52,Void,201.71,0.0,0,ZA
BET0009101,OP0027,PLR000663,2024-09-03,Esports,Asian Handicap,Single,421.04,11.51,4846.17,Lost,0,421.04,0,ZA
BET0009102,OP0026,PLR004806,2024-04-08,Baseball,Over/Under,Single,158.06,7.65,1209.16,Won,1209.16,-1051.1,0,IN
BET0009103,OP0006,PLR000798,2024-06-13,Esports,Match Winner,Single,405.04,8.04,3256.52,Won,3256.52,-2851.48,1,KE
BET0009104,OP0047,PLR006611,2023-09-03,Tennis,Over/Under,Single,407.52,11.57,4715.01,Lost,0,407.52,0,PH
BET0009105,OP0013,PLR003019,2023-05-19,Rugby,Both Teams Score,Single,271.17,6.22,1686.68,Lost,0,271.17,1,ZA
BET0009106,OP0022,PLR000712,2024-01-04,Esports,Over/Under,System,89.63,9.51,852.38,Lost,0,89.63,0,AU
BET0009107,OP0021,PLR001280,2024-07-31,Rugby,Both Teams Score,System,213.66,2.29,489.28,Won,489.28,-275.62,0,NG
BET0009108,OP0064,PLR005412,2024-12-19,Rugby,Correct Score,Single,57.78,11.1,641.36,Won,641.36,-583.58,0,AU
BET0009109,OP0010,PLR007379,2024-12-20,Tennis,Correct Score,Single,345.82,14.88,5145.8,Lost,0,345.82,0,BR
BET0009110,OP0052,PLR007073,2024-03-08,Tennis,Asian Handicap,Single,118.01,2.05,241.92,Won,241.92,-123.91,1,GB
BET0009111,OP0061,PLR006450,2023-01-31,Esports,Both Teams Score,Single,99.9,8.54,853.15,Lost,0,99.9,0,NG
BET0009112,OP0031,PLR003083,2024-04-07,Cricket,First Goal Scorer,Single,432.44,5.79,2503.83,Won,2503.83,-2071.39,0,ZA
BET0009113,OP0017,PLR002451,2023-11-01,Rugby,First Goal Scorer,Single,325.46,8.04,2616.7,Won,2616.7,-2291.24,1,AU
BET0009114,OP0061,PLR005571,2024-04-07,Rugby,Over/Under,Single,221.43,7.07,1565.51,Won,1565.51,-1344.08,0,PH
BET0009115,OP0068,PLR005754,2023-06-08,Rugby,Both Teams Score,Accumulator,122.04,13.0,1586.52,Won,1586.52,-1464.48,1,KE
BET0009116,OP0060,PLR001242,2023-03-31,Football,First Goal Scorer,Single,264.98,1.89,500.81,Lost,0,264.98,0,PH
BET0009117,OP0066,PLR004537,2024-09-26,Tennis,Match Winner,System,306.13,7.34,2246.99,Lost,0,306.13,1,AU
BET0009118,OP0048,PLR002454,2024-10-22,Esports,Asian Handicap,System,354.13,8.49,3006.56,Lost,0,354.13,0,CA
BET0009119,OP0003,PLR007562,2023-02-28,Basketball,Correct Score,Accumulator,372.3,8.68,3231.56,Won,3231.56,-2859.26,1,AU
BET0009120,OP0053,PLR007754,2023-04-11,Esports,Over/Under,System,249.96,5.3,1324.79,Won,1324.79,-1074.83,1,AU
BET0009121,OP0042,PLR006280,2024-10-13,Tennis,Match Winner,System,358.1,13.6,4870.16,Lost,0,358.1,0,IN
BET0009122,OP0027,PLR006423,2024-12-14,Basketball,Match Winner,System,238.2,9.75,2322.45,Won,2322.45,-2084.25,0,ZA
BET0009123,OP0080,PLR007240,2023-08-20,Basketball,Correct Score,Single,391.33,4.77,1866.64,Lost,0,391.33,0,AU
BET0009124,OP0075,PLR006757,2024-07-30,Esports,Match Winner,Single,137.62,1.89,260.1,Pending,0,137.62,0,PH
BET0009125,OP0008,PLR001024,2024-01-08,Cricket,Correct Score,Single,120.62,4.15,500.57,Void,120.62,0.0,0,DE
BET0009126,OP0069,PLR005470,2024-12-09,Tennis,Asian Handicap,Accumulator,95.59,11.69,1117.45,Lost,0,95.59,0,BR
BET0009127,OP0075,PLR005695,2023-07-28,Basketball,Over/Under,System,498.76,12.77,6369.17,Lost,0,498.76,0,CA
BET0009128,OP0019,PLR006863,2023-11-07,Tennis,Match Winner,Single,19.97,1.19,23.76,Lost,0,19.97,1,IN
BET0009129,OP0065,PLR004983,2024-03-04,Basketball,Asian Handicap,Single,389.82,9.39,3660.41,Lost,0,389.82,1,CA
BET0009130,OP0046,PLR001516,2024-10-04,Rugby,Match Winner,Single,414.24,14.75,6110.04,Lost,0,414.24,1,IN
BET0009131,OP0049,PLR002534,2023-11-05,Baseball,Both Teams Score,Accumulator,122.71,8.23,1009.9,Lost,0,122.71,0,BR
BET0009132,OP0041,PLR004316,2024-11-20,Cricket,Asian Handicap,Single,164.37,7.34,1206.48,Void,164.37,0.0,1,PH
BET0009133,OP0001,PLR001556,2024-05-27,Basketball,Match Winner,Accumulator,49.55,4.68,231.89,Won,231.89,-182.34,0,NG
BET0009134,OP0028,PLR000963,2023-08-18,Rugby,Over/Under,System,369.04,3.1,1144.02,Lost,0,369.04,1,GB
BET0009135,OP0022,PLR006343,2023-06-04,Tennis,First Goal Scorer,Accumulator,84.66,9.58,811.04,Lost,0,84.66,0,ZA
BET0009136,OP0022,PLR005108,2024-08-18,Tennis,Over/Under,Single,31.95,7.23,231.0,Lost,0,31.95,1,KE
BET0009137,OP0066,PLR001716,2023-11-14,Basketball,First Goal Scorer,System,46.21,10.05,464.41,Won,464.41,-418.2,0,PH
BET0009138,OP0077,PLR003253,2023-04-13,Rugby,First Goal Scorer,Single,166.52,6.82,1135.67,Pending,0,166.52,0,KE
BET0009139,OP0041,PLR003290,2023-05-22,Basketball,Both Teams Score,System,400.81,9.03,3619.31,Lost,0,400.81,0,IN
BET0009140,OP0078,PLR005976,2024-01-27,Tennis,Over/Under,Single,171.16,4.51,771.93,Lost,0,171.16,0,GB
BET0009141,OP0054,PLR002172,2024-01-18,Tennis,Correct Score,Single,469.67,4.39,2061.85,Lost,0,469.67,0,IN
BET0009142,OP0004,PLR007248,2024-02-18,Football,Over/Under,Single,318.28,1.64,521.98,Lost,0,318.28,0,AU
BET0009143,OP0050,PLR000145,2024-05-29,Football,Asian Handicap,Single,309.81,1.39,430.64,Lost,0,309.81,1,GB
BET0009144,OP0019,PLR001219,2023-05-17,Baseball,First Goal Scorer,Single,232.0,6.01,1394.32,Lost,0,232.0,1,GB
BET0009145,OP0059,PLR006782,2024-04-11,Esports,Both Teams Score,System,395.56,13.18,5213.48,Lost,0,395.56,1,PH
BET0009146,OP0004,PLR007934,2024-01-19,Basketball,Correct Score,Accumulator,219.04,10.38,2273.64,Void,219.04,0.0,0,DE
BET0009147,OP0044,PLR000867,2023-11-01,Cricket,Match Winner,Single,27.3,2.32,63.34,Void,27.3,0.0,0,NG
BET0009148,OP0017,PLR002754,2023-09-01,Cricket,Both Teams Score,Single,253.39,7.57,1918.16,Lost,0,253.39,1,AU
BET0009149,OP0001,PLR005345,2023-11-09,Basketball,Match Winner,Single,143.49,10.69,1533.91,Won,1533.91,-1390.42,0,CA
BET0009150,OP0080,PLR002377,2023-04-02,Basketball,First Goal Scorer,Single,316.1,5.22,1650.04,Lost,0,316.1,0,GB
BET0009151,OP0044,PLR007768,2023-08-25,Baseball,Asian Handicap,Single,303.49,12.59,3820.94,Lost,0,303.49,0,NG
BET0009152,OP0021,PLR003174,2023-04-23,Tennis,Over/Under,Accumulator,253.47,8.55,2167.17,Lost,0,253.47,0,DE
BET0009153,OP0043,PLR004166,2023-03-13,Esports,Asian Handicap,Single,444.95,4.79,2131.31,Won,2131.31,-1686.36,0,BR
BET0009154,OP0037,PLR003593,2024-12-26,Basketball,Correct Score,Single,282.49,13.94,3937.91,Lost,0,282.49,1,CA
BET0009155,OP0018,PLR003788,2023-06-06,Esports,Correct Score,Accumulator,469.05,3.11,1458.75,Won,1458.75,-989.7,0,ZA
BET0009156,OP0032,PLR005962,2023-12-25,Rugby,Both Teams Score,Accumulator,300.58,7.93,2383.6,Lost,0,300.58,0,PH
BET0009157,OP0031,PLR004088,2023-04-24,Basketball,Over/Under,Accumulator,357.47,12.96,4632.81,Lost,0,357.47,1,NG
BET0009158,OP0013,PLR002238,2024-04-11,Cricket,Over/Under,Single,258.31,2.12,547.62,Won,547.62,-289.31,0,KE
BET0009159,OP0032,PLR001192,2023-07-14,Baseball,Match Winner,Accumulator,467.55,11.68,5460.98,Won,5460.98,-4993.43,1,KE
BET0009160,OP0016,PLR001438,2023-03-06,Cricket,Asian Handicap,Accumulator,243.47,11.52,2804.77,Won,2804.77,-2561.3,0,ZA
BET0009161,OP0022,PLR006527,2023-01-28,Tennis,Correct Score,Single,458.03,10.42,4772.67,Won,4772.67,-4314.64,0,NG
BET0009162,OP0033,PLR006972,2023-04-17,Tennis,Correct Score,Single,384.48,7.06,2714.43,Lost,0,384.48,0,ZA
BET0009163,OP0079,PLR002022,2024-05-06,Basketball,Correct Score,Single,480.52,7.16,3440.52,Pending,0,480.52,1,DE
BET0009164,OP0080,PLR005633,2023-07-04,Tennis,Correct Score,Single,140.78,9.66,1359.93,Lost,0,140.78,0,IN
BET0009165,OP0049,PLR004689,2024-12-22,Football,Over/Under,Single,418.75,10.66,4463.88,Lost,0,418.75,0,AU
BET0009166,OP0055,PLR005529,2024-04-02,Tennis,First Goal Scorer,Single,418.39,4.63,1937.15,Lost,0,418.39,0,KE
BET0009167,OP0039,PLR003065,2024-10-08,Tennis,Over/Under,Single,440.14,13.66,6012.31,Void,440.14,0.0,0,BR
BET0009168,OP0040,PLR000440,2023-02-18,Football,Correct Score,Accumulator,123.99,9.21,1141.95,Pending,0,123.99,0,BR
BET0009169,OP0043,PLR004064,2024-02-02,Baseball,First Goal Scorer,Single,7.52,8.2,61.66,Lost,0,7.52,1,PH
BET0009170,OP0045,PLR000982,2023-07-21,Tennis,Asian Handicap,System,475.03,8.03,3814.49,Lost,0,475.03,1,AU
BET0009171,OP0031,PLR006500,2023-07-01,Tennis,First Goal Scorer,Accumulator,223.8,12.99,2907.16,Lost,0,223.8,0,KE
BET0009172,OP0021,PLR007435,2023-02-01,Esports,Asian Handicap,Single,135.4,12.64,1711.46,Pending,0,135.4,1,DE
BET0009173,OP0015,PLR003065,2023-01-17,Baseball,Match Winner,Single,483.16,1.34,647.43,Won,647.43,-164.27,0,KE
BET0009174,OP0069,PLR007653,2024-10-06,Esports,Correct Score,Single,60.7,12.01,729.01,Won,729.01,-668.31,1,NG
BET0009175,OP0046,PLR005794,2024-06-07,Basketball,Asian Handicap,Single,456.03,10.1,4605.9,Void,456.03,0.0,0,CA
BET0009176,OP0026,PLR001010,2024-07-13,Basketball,Both Teams Score,Single,113.86,3.31,376.88,Won,376.88,-263.02,0,CA
BET0009177,OP0025,PLR007036,2023-04-23,Football,Both Teams Score,Single,422.13,4.48,1891.14,Lost,0,422.13,0,KE
BET0009178,OP0012,PLR004200,2023-06-07,Basketball,Over/Under,Accumulator,418.16,10.31,4311.23,Void,418.16,0.0,0,KE
BET0009179,OP0037,PLR003213,2023-08-19,Tennis,Over/Under,Accumulator,254.7,4.85,1235.29,Lost,0,254.7,0,DE
BET0009180,OP0075,PLR005882,2023-04-14,Rugby,Correct Score,Single,136.69,1.75,239.21,Won,239.21,-102.52,1,AU
BET0009181,OP0019,PLR002678,2023-08-11,Tennis,Over/Under,Single,455.44,8.81,4012.43,Lost,0,455.44,1,CA
BET0009182,OP0039,PLR000219,2024-01-17,Basketball,Both Teams Score,System,470.69,3.67,1727.43,Lost,0,470.69,1,DE
BET0009183,OP0016,PLR003115,2023-06-05,Rugby,Match Winner,Single,171.47,7.16,1227.73,Lost,0,171.47,0,BR
BET0009184,OP0043,PLR001257,2023-04-20,Baseball,Asian Handicap,Single,287.5,5.0,1437.5,Lost,0,287.5,0,ZA
BET0009185,OP0071,PLR004268,2023-06-05,Cricket,Over/Under,Single,148.53,13.42,1993.27,Won,1993.27,-1844.74,0,DE
BET0009186,OP0072,PLR007904,2023-07-17,Football,Match Winner,Single,324.21,12.56,4072.08,Won,4072.08,-3747.87,0,KE
BET0009187,OP0020,PLR002140,2023-02-05,Esports,Match Winner,Single,482.13,11.75,5665.03,Won,5665.03,-5182.9,0,AU
BET0009188,OP0019,PLR006112,2024-09-07,Basketball,Correct Score,Single,86.12,1.27,109.37,Lost,0,86.12,1,BR
BET0009189,OP0058,PLR001867,2024-06-20,Football,Both Teams Score,Accumulator,24.47,3.97,97.15,Won,97.15,-72.68,0,NG
BET0009190,OP0074,PLR003872,2023-12-23,Football,Asian Handicap,Accumulator,224.17,8.15,1826.99,Lost,0,224.17,0,GB
BET0009191,OP0026,PLR005846,2023-07-24,Tennis,Both Teams Score,Accumulator,367.29,11.7,4297.29,Won,4297.29,-3930.0,1,NG
BET0009192,OP0046,PLR007892,2024-12-20,Cricket,Match Winner,Single,151.18,3.68,556.34,Won,556.34,-405.16,0,DE
BET0009193,OP0005,PLR004669,2023-12-14,Baseball,Both Teams Score,Single,343.73,3.61,1240.87,Lost,0,343.73,1,ZA
BET0009194,OP0002,PLR002271,2024-12-12,Basketball,Match Winner,Single,74.59,14.8,1103.93,Lost,0,74.59,1,CA
BET0009195,OP0069,PLR003894,2023-09-05,Football,Asian Handicap,Single,67.81,10.51,712.68,Lost,0,67.81,0,IN
BET0009196,OP0021,PLR000149,2023-08-08,Rugby,First Goal Scorer,Single,450.43,6.77,3049.41,Lost,0,450.43,1,DE
BET0009197,OP0042,PLR002933,2024-05-08,Football,First Goal Scorer,Accumulator,454.7,5.38,2446.29,Won,2446.29,-1991.59,0,KE
BET0009198,OP0022,PLR001682,2023-09-25,Football,First Goal Scorer,Accumulator,175.81,10.1,1775.68,Lost,0,175.81,0,BR
BET0009199,OP0041,PLR007556,2023-10-28,Rugby,Match Winner,Single,135.22,5.27,712.61,Won,712.61,-577.39,1,NG
BET0009200,OP0007,PLR004749,2024-01-02,Basketball,Match Winner,Accumulator,140.7,2.41,339.09,Won,339.09,-198.39,0,PH
BET0009201,OP0073,PLR000817,2023-01-25,Football,First Goal Scorer,Single,142.24,5.43,772.36,Lost,0,142.24,1,PH
BET0009202,OP0062,PLR005432,2023-04-18,Basketball,Asian Handicap,Accumulator,402.72,4.24,1707.53,Lost,0,402.72,0,BR
BET0009203,OP0007,PLR003337,2023-11-17,Basketball,Over/Under,System,193.24,8.62,1665.73,Pending,0,193.24,0,DE
BET0009204,OP0076,PLR003205,2023-08-16,Tennis,Match Winner,Single,483.02,3.98,1922.42,Won,1922.42,-1439.4,0,KE
BET0009205,OP0042,PLR007898,2024-10-10,Esports,Match Winner,Single,453.5,1.75,793.62,Pending,0,453.5,0,GB
BET0009206,OP0056,PLR007780,2023-06-27,Cricket,Match Winner,Accumulator,12.31,4.87,59.95,Lost,0,12.31,1,CA
BET0009207,OP0029,PLR000564,2023-10-05,Football,Over/Under,Single,162.03,6.43,1041.85,Void,162.03,0.0,0,AU
BET0009208,OP0047,PLR000485,2024-09-12,Esports,Asian Handicap,Single,404.94,7.99,3235.47,Won,3235.47,-2830.53,0,CA
BET0009209,OP0020,PLR000910,2024-12-10,Esports,Match Winner,Single,440.79,10.24,4513.69,Won,4513.69,-4072.9,1,AU
BET0009210,OP0055,PLR005568,2024-01-06,Cricket,Correct Score,Single,78.74,6.16,485.04,Lost,0,78.74,1,PH
BET0009211,OP0078,PLR007038,2024-05-29,Rugby,Both Teams Score,Single,360.09,10.72,3860.16,Lost,0,360.09,1,PH
BET0009212,OP0013,PLR000622,2023-08-28,Tennis,Over/Under,System,467.01,5.12,2391.09,Won,2391.09,-1924.08,0,CA
BET0009213,OP0005,PLR002635,2023-02-20,Basketball,Match Winner,Single,183.76,9.35,1718.16,Won,1718.16,-1534.4,0,NG
BET0009214,OP0011,PLR000724,2023-03-27,Basketball,First Goal Scorer,Single,462.82,14.98,6933.04,Won,6933.04,-6470.22,1,AU
BET0009215,OP0032,PLR006310,2023-04-29,Baseball,First Goal Scorer,Single,292.01,3.49,1019.11,Won,1019.11,-727.1,1,GB
BET0009216,OP0005,PLR003424,2023-07-13,Rugby,Both Teams Score,Single,491.42,6.1,2997.66,Won,2997.66,-2506.24,0,PH
BET0009217,OP0034,PLR000454,2023-11-02,Rugby,Both Teams Score,Single,239.92,10.38,2490.37,Lost,0,239.92,0,BR
BET0009218,OP0055,PLR006460,2023-04-17,Tennis,Correct Score,Single,139.61,4.84,675.71,Lost,0,139.61,1,AU
BET0009219,OP0075,PLR004365,2024-08-31,Football,Correct Score,Accumulator,135.99,14.16,1925.62,Lost,0,135.99,0,ZA
BET0009220,OP0037,PLR002058,2023-10-17,Cricket,Asian Handicap,System,289.57,9.81,2840.68,Won,2840.68,-2551.11,0,DE
BET0009221,OP0018,PLR002260,2023-10-23,Basketball,Match Winner,Single,129.18,4.27,551.6,Lost,0,129.18,0,PH
BET0009222,OP0054,PLR002764,2024-03-02,Basketball,Asian Handicap,Single,499.15,9.75,4866.71,Lost,0,499.15,0,IN
BET0009223,OP0009,PLR000099,2023-07-04,Basketball,Over/Under,Single,328.94,3.53,1161.16,Won,1161.16,-832.22,0,CA
BET0009224,OP0054,PLR007222,2023-05-03,Rugby,Correct Score,Single,167.53,9.04,1514.47,Lost,0,167.53,0,BR
BET0009225,OP0061,PLR006888,2023-09-03,Baseball,Match Winner,Single,2.24,9.04,20.25,Lost,0,2.24,0,CA
BET0009226,OP0026,PLR000170,2023-09-09,Rugby,Match Winner,Single,294.8,9.94,2930.31,Lost,0,294.8,0,BR
BET0009227,OP0051,PLR002466,2024-07-13,Cricket,Match Winner,Single,316.23,10.8,3415.28,Lost,0,316.23,1,PH
BET0009228,OP0069,PLR001880,2023-06-29,Tennis,Correct Score,Single,86.81,8.28,718.79,Lost,0,86.81,1,IN
BET0009229,OP0018,PLR006565,2024-12-25,Basketball,Match Winner,Accumulator,442.47,11.73,5190.17,Lost,0,442.47,1,KE
BET0009230,OP0077,PLR006721,2023-01-05,Baseball,Correct Score,Single,477.22,3.33,1589.14,Won,1589.14,-1111.92,1,BR
BET0009231,OP0034,PLR000179,2023-08-18,Football,Match Winner,Single,87.31,12.4,1082.64,Lost,0,87.31,0,KE
BET0009232,OP0048,PLR007379,2023-05-01,Esports,Over/Under,Accumulator,413.09,10.86,4486.16,Lost,0,413.09,0,KE
BET0009233,OP0055,PLR003895,2024-03-27,Rugby,Match Winner,Accumulator,4.24,12.48,52.92,Won,52.92,-48.68,0,CA
BET0009234,OP0017,PLR007260,2023-02-20,Tennis,First Goal Scorer,Single,103.92,12.64,1313.55,Lost,0,103.92,1,NG
BET0009235,OP0021,PLR003436,2023-11-17,Tennis,Match Winner,Accumulator,13.47,11.77,158.54,Lost,0,13.47,1,NG
BET0009236,OP0043,PLR001754,2023-04-19,Baseball,Over/Under,Single,248.07,9.79,2428.61,Lost,0,248.07,0,DE
BET0009237,OP0020,PLR003466,2023-03-13,Baseball,Both Teams Score,Single,175.71,12.84,2256.12,Lost,0,175.71,1,DE
BET0009238,OP0035,PLR003814,2024-04-27,Rugby,Correct Score,Single,219.73,2.87,630.63,Lost,0,219.73,1,NG
BET0009239,OP0002,PLR004800,2023-12-04,Rugby,First Goal Scorer,Single,225.22,13.2,2972.9,Lost,0,225.22,0,CA
BET0009240,OP0006,PLR007831,2023-04-01,Football,Match Winner,Single,382.11,9.94,3798.17,Lost,0,382.11,1,IN
BET0009241,OP0016,PLR005096,2023-01-19,Football,First Goal Scorer,Single,434.47,14.06,6108.65,Won,6108.65,-5674.18,0,GB
BET0009242,OP0022,PLR001711,2023-11-14,Esports,Both Teams Score,System,417.29,2.6,1084.95,Lost,0,417.29,1,CA
BET0009243,OP0071,PLR004019,2023-09-07,Baseball,Over/Under,Single,152.57,14.58,2224.47,Lost,0,152.57,0,CA
BET0009244,OP0031,PLR000059,2024-07-11,Tennis,Match Winner,Single,219.68,12.49,2743.8,Lost,0,219.68,0,PH
BET0009245,OP0052,PLR006943,2023-08-16,Rugby,Asian Handicap,Accumulator,249.69,14.05,3508.14,Lost,0,249.69,0,IN
BET0009246,OP0024,PLR007635,2024-01-06,Baseball,Both Teams Score,Single,208.93,6.77,1414.46,Won,1414.46,-1205.53,0,DE
BET0009247,OP0068,PLR003788,2023-11-11,Tennis,Asian Handicap,Single,65.52,12.64,828.17,Lost,0,65.52,0,PH
BET0009248,OP0015,PLR004691,2023-07-31,Rugby,Both Teams Score,Single,161.8,11.64,1883.35,Lost,0,161.8,0,ZA
BET0009249,OP0001,PLR004253,2023-07-10,Esports,Asian Handicap,Single,255.22,8.32,2123.43,Void,255.22,0.0,1,AU
BET0009250,OP0072,PLR007693,2024-08-05,Football,Over/Under,Single,18.29,2.64,48.29,Lost,0,18.29,0,CA
BET0009251,OP0029,PLR005847,2023-12-14,Rugby,Both Teams Score,Accumulator,181.23,4.91,889.84,Won,889.84,-708.61,0,GB
BET0009252,OP0056,PLR001132,2024-01-29,Cricket,Asian Handicap,System,7.2,5.7,41.04,Lost,0,7.2,1,IN
BET0009253,OP0039,PLR004935,2024-08-25,Baseball,Over/Under,Single,140.98,5.87,827.55,Lost,0,140.98,0,BR
BET0009254,OP0045,PLR003380,2023-03-20,Cricket,Over/Under,Single,240.15,13.12,3150.77,Lost,0,240.15,1,KE
BET0009255,OP0049,PLR000245,2023-06-28,Basketball,Both Teams Score,Accumulator,159.37,13.32,2122.81,Lost,0,159.37,0,PH
BET0009256,OP0067,PLR004227,2024-05-20,Esports,Correct Score,Single,10.16,9.73,98.86,Lost,0,10.16,0,NG
BET0009257,OP0065,PLR003631,2023-05-07,Tennis,Correct Score,Single,79.39,8.01,635.91,Won,635.91,-556.52,0,IN
BET0009258,OP0079,PLR006667,2024-11-14,Cricket,Asian Handicap,Single,60.21,3.83,230.6,Lost,0,60.21,0,ZA
BET0009259,OP0004,PLR004681,2023-11-01,Baseball,Match Winner,Single,4.48,11.12,49.82,Won,49.82,-45.34,1,GB
BET0009260,OP0025,PLR000798,2023-02-26,Cricket,Correct Score,Single,403.12,6.87,2769.43,Won,2769.43,-2366.31,0,ZA
BET0009261,OP0032,PLR007549,2023-08-27,Esports,Over/Under,System,389.86,2.14,834.3,Won,834.3,-444.44,1,BR
BET0009262,OP0054,PLR004539,2023-07-09,Esports,Match Winner,Single,148.91,8.79,1308.92,Lost,0,148.91,0,AU
BET0009263,OP0037,PLR006139,2023-08-17,Football,Asian Handicap,Accumulator,252.37,13.1,3306.05,Lost,0,252.37,0,AU
BET0009264,OP0024,PLR002805,2024-04-07,Tennis,Asian Handicap,Single,65.03,3.3,214.6,Won,214.6,-149.57,0,CA
BET0009265,OP0013,PLR001258,2024-07-14,Rugby,Both Teams Score,Single,189.48,3.17,600.65,Won,600.65,-411.17,0,AU
BET0009266,OP0017,PLR005818,2023-01-03,Football,Both Teams Score,Accumulator,197.3,5.71,1126.58,Won,1126.58,-929.28,0,AU
BET0009267,OP0061,PLR006476,2023-10-10,Basketball,Both Teams Score,Accumulator,75.98,4.3,326.71,Lost,0,75.98,0,DE
BET0009268,OP0018,PLR004271,2023-12-03,Cricket,Over/Under,Accumulator,246.23,3.23,795.32,Won,795.32,-549.09,0,CA
BET0009269,OP0076,PLR005783,2023-05-07,Esports,Correct Score,Single,32.77,9.25,303.12,Lost,0,32.77,0,KE
BET0009270,OP0035,PLR007185,2024-01-24,Cricket,Over/Under,Accumulator,435.1,2.38,1035.54,Pending,0,435.1,1,KE
BET0009271,OP0002,PLR003017,2024-07-18,Baseball,First Goal Scorer,Single,307.64,9.95,3061.02,Void,307.64,0.0,1,KE
BET0009272,OP0017,PLR007219,2024-09-25,Rugby,Both Teams Score,Single,326.92,3.02,987.3,Won,987.3,-660.38,0,PH
BET0009273,OP0078,PLR001709,2024-07-28,Tennis,Both Teams Score,Accumulator,322.52,10.99,3544.49,Pending,0,322.52,0,NG
BET0009274,OP0076,PLR000716,2023-03-03,Football,First Goal Scorer,Single,369.83,11.35,4197.57,Won,4197.57,-3827.74,0,PH
BET0009275,OP0054,PLR007695,2024-01-20,Tennis,First Goal Scorer,System,246.53,14.77,3641.25,Lost,0,246.53,1,IN
BET0009276,OP0039,PLR003886,2023-04-24,Football,Match Winner,Single,391.28,4.53,1772.5,Won,1772.5,-1381.22,0,IN
BET0009277,OP0053,PLR003536,2023-04-19,Tennis,Both Teams Score,Accumulator,296.99,14.93,4434.06,Lost,0,296.99,0,KE
BET0009278,OP0048,PLR003739,2023-07-26,Rugby,Over/Under,Single,257.1,14.94,3841.07,Won,3841.07,-3583.97,0,KE
BET0009279,OP0032,PLR004970,2023-05-17,Rugby,Correct Score,Single,290.87,6.72,1954.65,Lost,0,290.87,1,NG
BET0009280,OP0005,PLR007193,2023-02-17,Cricket,Both Teams Score,System,296.64,6.81,2020.12,Lost,0,296.64,1,PH
BET0009281,OP0056,PLR005186,2024-09-05,Baseball,First Goal Scorer,Single,338.1,10.87,3675.15,Void,338.1,0.0,0,AU
BET0009282,OP0016,PLR007259,2024-12-23,Basketball,Over/Under,System,358.03,12.12,4339.32,Lost,0,358.03,0,GB
BET0009283,OP0043,PLR004240,2024-06-25,Esports,Over/Under,Single,317.28,14.39,4565.66,Lost,0,317.28,0,BR
BET0009284,OP0026,PLR003526,2023-03-08,Rugby,Correct Score,Single,420.06,5.2,2184.31,Lost,0,420.06,1,GB
BET0009285,OP0019,PLR001567,2023-09-04,Baseball,Match Winner,Accumulator,232.1,1.47,341.19,Lost,0,232.1,0,ZA
BET0009286,OP0006,PLR003719,2023-12-24,Tennis,First Goal Scorer,Accumulator,68.77,12.08,830.74,Lost,0,68.77,1,IN
BET0009287,OP0018,PLR001674,2023-09-20,Cricket,Both Teams Score,Accumulator,309.81,5.69,1762.82,Lost,0,309.81,1,DE
BET0009288,OP0027,PLR002258,2023-03-22,Tennis,Asian Handicap,Single,486.32,4.52,2198.17,Won,2198.17,-1711.85,1,IN
BET0009289,OP0013,PLR004083,2024-06-04,Cricket,Both Teams Score,Single,182.19,11.27,2053.28,Lost,0,182.19,0,KE
BET0009290,OP0071,PLR006740,2024-08-27,Baseball,Over/Under,Single,277.34,1.77,490.89,Lost,0,277.34,0,GB
BET0009291,OP0072,PLR003874,2023-03-14,Rugby,Correct Score,Single,59.04,1.22,72.03,Lost,0,59.04,0,BR
BET0009292,OP0067,PLR007286,2024-05-23,Baseball,Asian Handicap,Single,348.42,12.72,4431.9,Lost,0,348.42,0,IN
BET0009293,OP0015,PLR004565,2024-03-05,Baseball,Match Winner,System,177.48,5.83,1034.71,Lost,0,177.48,1,GB
BET0009294,OP0027,PLR006566,2023-02-23,Tennis,Both Teams Score,Single,388.81,10.3,4004.74,Won,4004.74,-3615.93,0,GB
BET0009295,OP0002,PLR005919,2024-08-28,Basketball,Match Winner,Accumulator,493.62,11.7,5775.35,Lost,0,493.62,0,AU
BET0009296,OP0037,PLR004130,2023-02-06,Esports,Both Teams Score,Accumulator,274.62,12.05,3309.17,Lost,0,274.62,1,NG
BET0009297,OP0021,PLR005299,2023-03-21,Baseball,First Goal Scorer,Single,339.77,6.87,2334.22,Lost,0,339.77,0,PH
BET0009298,OP0062,PLR006283,2023-08-06,Tennis,First Goal Scorer,Single,31.05,11.96,371.36,Lost,0,31.05,0,ZA
BET0009299,OP0063,PLR000259,2023-09-21,Rugby,Match Winner,Accumulator,147.93,4.0,591.72,Lost,0,147.93,1,PH
BET0009300,OP0035,PLR005787,2023-04-12,Football,Asian Handicap,Accumulator,290.32,8.56,2485.14,Lost,0,290.32,1,DE
BET0009301,OP0046,PLR004124,2023-12-09,Rugby,Over/Under,Accumulator,177.41,3.99,707.87,Pending,0,177.41,0,BR
BET0009302,OP0070,PLR007312,2024-09-02,Tennis,Match Winner,Single,89.91,9.58,861.34,Lost,0,89.91,0,ZA
BET0009303,OP0076,PLR000137,2024-03-15,Baseball,First Goal Scorer,System,463.15,10.56,4890.86,Lost,0,463.15,0,BR
